62.83185307	450	12.56637061	124.5823021
62831.85307	270	12.56637061	72.88669289
125663.7061	150	12.56637061	45.51648053
69115.03838	250	12.56637061	68.14506585
75398.22369	230	12.56637061	63.45447187
81681.40899	220	12.56637061	61.13198835
87964.5943	210	12.56637061	58.8271196
94247.77961	245	12.56637061	66.96721213
100530.9649	185	12.56637061	53.157008
106814.1502	175	12.56637061	50.93316699
113097.3355	170	12.56637061	49.83241917
119380.5208	160	12.56637061	47.65584959
157079.6327	125	12.56637061	40.36938815
188495.5592	105	12.56637061	36.52269842
219911.4858	90	12.56637061	33.85011078
251327.4123	80	12.56637061	32.19503067
314159.2654	63	12.56637061	16.73937574
376991.1184	52	12.56637061	14.10202822
502654.8246	40	12.56637061	11.30840395
1256637.061	16	12.56637061	6.439006134
1884955.592	10	12.56637061	3.560898763
6283185.307	4	12.56637061	2.697925129
12566370.61	2.5	12.56637061	2.579122913
628.3185307	470	12.56637061	129.2434524
6283.185307	460	12.56637061	126.9089437
31415.92654	380	12.56637061	108.5583714
43982.29715	320	12.56637061	95.31169918
18849.55592	420	12.56637061	117.6542392
25132.74123	400	12.56637061	113.0840395
