index,x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),yai4_max(V),lambda(nm),freq(THz)
999,127.3591,0.122,5.422036403392172e-05,0.00015422036403392458,0.0022566879462753153,,,780.2501886976745,384.22606279709765
1000,127.3713,0.1224,4.017425151149612e-05,0.00014017425151149898,0.0025965020293350904,,,780.2502000465116,384.2260572084814
1001,127.3825,0.1226,2.727945968762635e-05,0.00012727945968762922,0.002941249384275424,,,780.2502104651163,384.22605207794845
1002,127.3933,0.1226,1.484519614318447e-05,0.00011484519614318733,0.00328797004796777,,,780.250220511628,384.22604713064896
1004,127.418,0.1222,-1.3592425111272344e-05,0.00018640757488873338,0.003466118232523352,,0.003466118232523352,780.2502434883721,384.22603581599236
1005,127.4294,0.1221,-2.6717481074842175e-05,0.00017328251892516355,0.0034098789330875845,,,780.2502540930233,384.22603059384335
1006,127.4414,0.1226,5.946667054243515e-05,0.00015946667054243802,0.0033506796705235486,,,780.250265255814,384.2260250968445
1007,127.4531,0.1227,4.599621836928747e-05,0.00014599621836929033,0.0031929603895234915,,,780.2502761395349,384.2260197372709
1008,127.4653,0.1229,3.1950105846861865e-05,0.00013195010584686473,0.0027327744725834657,,,780.2502874883721,384.2260141486558
1009,127.476,0.1229,1.9630974372270016e-05,0.00011963097437227288,0.0023799884634638224,,,780.2502974418605,384.22600924716556
1010,127.4872,0.123,0.00010673618254840311,0.00010673618254840311,0.0020247358184040665,,,780.2503078604651,384.226004116634
1011,127.4989,0.1231,-6.734269624747435e-06,9.326573037525543e-05,0.0017670165374040758,,,780.2503187441861,384.2259987570609
1013,127.5243,0.1235,6.402218463184839e-05,0.00016402218463183738,0.0016417114316436,,,780.2503423720931,384.22598712174886
1014,127.5347,0.1234,5.204844936680664e-05,0.00015204844936679562,0.0016904054040881022,,,780.2503520465117,384.22598235768436
1015,127.5458,0.1232,3.926878961281466e-05,0.00013926878961280365,0.0018356460862162804,,,780.250362372093,384.22597727296176
1016,127.5594,0.1235,2.361082811237758e-05,0.00012361082811236657,0.0021685535886437624,,,780.2503750232559,384.22597104303156
1017,127.5705,0.1239,1.0831168358385601e-05,0.00011083116835837459,0.002513794270771974,,,780.2503853488373,384.2259659583092
1018,127.581,0.1233,-1.257698976506183e-06,9.87423010234828e-05,0.0027619949160284096,,,780.2503951162792,384.2259611484369
1019,127.5911,0.1235,-1.2886038031970082e-05,8.71139619680189e-05,0.0030121688700370797,,,780.250404511628,384.2259565217979
1020,127.6027,0.1235,-2.6241358135267734e-05,7.375864186472125e-05,0.0032549429162250787,,,780.2504153023257,384.2259512080345
1021,127.6161,0.1231,-4.1669055495949237e-05,5.833094450403975e-05,0.003388837073028561,,0.003388837073028561,780.2504277674419,384.22594506972166
1023,127.6385,0.1239,3.2541360856314094e-05,3.2541360856300217e-05,0.003178331782909105,,,780.2504486046512,384.22593480866203
1024,127.6503,0.1241,1.8955776613288622e-05,0.00011895577661327761,0.0031201191747210477,,,780.2504595813954,384.2259294032826
1025,127.6626,0.1244,4.794532021012987e-06,0.00010479453202100197,0.003059439930592933,,,780.2504710232558,384.2259237688618
1026,127.6745,0.1244,-8.906184291834762e-06,-8.90618429184864e-06,0.0030007339952169976,,,780.2504820930233,384.22591831767437
1027,127.6851,0.1241,-2.1110183696604334e-05,7.888981630338465e-05,0.0026484413132853435,,,780.2504919534884,384.2259134619949
1028,127.6943,0.1232,-3.1702334123334674e-05,6.829766587665431e-05,0.0023030552119862047,,,780.2505005116279,384.22590924763176
1029,127.709,0.1228,-4.862674839217762e-05,5.1373251607811365e-05,0.0018305361153452826,,,780.2505141860465,384.2259025138125
1031,127.7312,0.1225,-7.418606790018933e-05,0.00012581393209980252,0.0015210174796017606,,,780.2505348372093,384.22589234437163
1032,127.7426,0.1227,1.2688876136202065e-05,0.00011268887613620493,0.0013647781801660042,,,780.2505454418605,384.2258871222266
1033,127.7563,0.123,-3.0842174340572903e-06,9.691578256594557e-05,0.0012971923554053744,,,780.2505581860465,384.225880846491
1034,127.7644,0.1226,-1.2409915092381762e-05,8.75900849076211e-05,0.0013572328531745725,,,780.2505657209302,384.2258771360197
1035,127.776,0.1226,-2.5765235195679415e-05,7.423476480432345e-05,0.001600006899362738,,,780.250576511628,384.2258718222584
1036,127.7888,0.1227,-4.050214013726072e-05,5.949785986274214e-05,0.0018368610192944224,,,780.2505884186047,384.2258659587979
1037,127.7992,0.1227,-5.247587540227472e-05,4.7524124597728146e-05,0.0018855549917389247,,,780.2505980930233,384.22586119473635
1038,127.8116,0.1229,-6.675225206442814e-05,3.324774793557472e-05,0.00182438242042271,,,780.250609627907,384.2258555145093
1039,127.8246,0.1229,1.828057885429335e-05,1.828057885429335e-05,0.002260249885978338,,,780.2506217209303,384.2258495594327
1040,127.8353,0.123,5.961447379701501e-06,0.00010596144737970437,0.0025074638768586843,,,780.2506316744186,384.22584465794677
1041,127.8467,0.1228,-7.1636085838683305e-06,9.283639141613453e-05,0.0027512245774228283,,,780.2506422790698,384.225839435803
1042,127.8585,0.1227,-2.0749192826893803e-05,7.925080717310906e-05,0.0031930119692348824,,,780.250653255814,384.2258340304262
1043,127.8716,0.1228,-3.583149397802521e-05,6.416850602197766e-05,0.00322838610760251,,0.00322838610760251,780.2506654418605,384.22582802954196
1044,127.8832,0.1225,-4.9186814081295105e-05,5.081318591870776e-05,0.003171160153790542,,,780.2506762325581,384.22582271578216
1046,127.9065,0.1233,2.3987413642262423e-05,0.0001239874136422653,0.0027562149189787055,,,780.2506979069768,384.2258120424545
1047,127.92,0.1233,8.444584211703132e-06,0.000108444584211706,0.002489615748594187,,,780.2507104651163,384.2258058583379
1048,127.9302,0.1235,-3.298886913610799e-06,9.670111308639207e-05,0.002139296375414712,,,780.2507199534884,384.2258011858944
1049,127.9415,0.1231,-1.6308810807358354e-05,8.369118919264451e-05,0.001983550403166834,,,780.2507304651164,384.22579600956004
1050,127.9522,0.1233,-2.8627942281950203e-05,7.137205771805266e-05,0.001630764394047246,,,780.2507404186047,384.22579110807544
1051,127.9658,0.1237,5.571409621764334e-05,5.571409621764334e-05,0.001363671896474683,,,780.2507530697675,384.2257848781513
1052,127.9764,0.1229,4.351009681292928e-05,0.00014351009681291826,0.0013113792145431624,,,780.2507629302326,384.2257800224752
1053,127.9878,0.1231,3.038504084933169e-05,0.00013038504084932068,0.0014551399151073174,,,780.2507735348838,384.2257748003331
1054,128.0001,0.123,1.6223796257056056e-05,0.00011622379625704504,0.0013944606709790919,,,780.2507849767443,384.22576916591686
1055,128.0108,0.123,3.904664782464207e-06,0.0001039046647824532,0.001341674661859582,,,780.2507949302326,384.225764264433
1057,128.0341,0.1231,-2.292110749398113e-05,7.707889250600786e-05,0.001326729427047757,,,780.2508166046512,384.2257535911086
1058,128.0464,0.1221,6.291764791371834e-05,0.00016291764791370733,0.0014660501829195094,,,780.2508280465116,384.225747956693
1059,128.0572,0.122,5.048338436927646e-05,0.00015048338436926545,0.0020127708466118888,,,780.2508380930233,384.22574300940136
1060,128.0705,0.1231,3.517081907841724e-05,0.00013517081907840622,0.0024471583306033273,,,780.2508504651163,384.2257369169035
1061,128.081,0.1231,2.3081951743580964e-05,0.00012308195174356995,0.0025953589758599405,,,780.2508602325582,384.2257321070369
1062,128.0914,0.1231,1.1108216478539212e-05,0.0001111082164785282,0.0028440529483043653,,,780.2508699069768,384.2257273429787
1063,128.1057,0.1233,-5.355669510875849e-06,9.464433048911314e-05,0.0029735071604155006,,,780.2508832093024,384.2257207923988
1064,128.1171,0.1232,-1.848072547444568e-05,8.15192745255433e-05,0.003017267860979722,,0.003017267860979722,780.2508938139536,384.22571557025844
1065,128.1295,0.1232,-3.27571021365991e-05,6.724289786338988e-05,0.0027560952896635293,,,780.2509053488373,384.22570989003566
1066,128.1426,0.1236,5.2160596712286234e-05,5.2160596712286234e-05,0.0022914694280311565,,,780.2509175348838,384.2257038891553
1067,128.1547,0.1238,3.822961625968291e-05,3.822961625968291e-05,0.00173177683827902,,,780.2509287906977,384.22569834635766
1068,128.1653,0.1238,2.602561685494109e-05,2.602561685494109e-05,0.0014794841563473549,,,780.2509386511629,384.22569349068374
1069,128.1771,0.1241,1.2440032611943375e-05,1.2440032611943375e-05,0.0012212715481594305,,,780.2509496279071,384.2256880853111
1070,128.1879,0.1239,5.769067473737621e-09,5.769067473737621e-09,0.0010679922118517204,,,780.2509596744186,384.22568313802105
1071,128.1987,0.1228,-1.2428494476940388e-05,8.757150552306248e-05,0.0010147128755442214,,,780.2509697209302,384.2256781907311
1072,128.2095,0.1227,-2.486275802138227e-05,7.51372419786206e-05,0.0011614335392365893,,,780.2509797674419,384.22567324344124
1073,128.2218,0.1231,-3.902400261368566e-05,6.0975997386317204e-05,0.0013007542951083972,,,780.2509912093024,384.225667609028
1074,128.2319,0.1232,-5.06523416691218e-05,4.934765833088106e-05,0.0014509282491170228,,,780.2510006046512,384.22566298239605
1075,128.2447,0.1233,-6.538924661070311e-05,3.461075338929975e-05,0.001587782369048718,,,780.251012511628,384.22565711894185
1077,128.268,0.1235,7.784981112854417e-06,7.784981112854417e-06,0.0017728371342368154,,,780.2510341860466,384.22564644562345
1078,128.281,0.1236,-7.182187968426956e-06,9.281781203157591e-05,0.0023087045997924327,,,780.2510462790698,384.2256404905534
1079,128.2922,0.1237,-2.0076979792296723e-05,7.992302020770614e-05,0.002553451954732666,,,780.2510566976745,384.2256353600316
1080,128.3034,0.1238,-3.297177161616649e-05,6.702822838383637e-05,0.002798199309672844,,,780.2510671162792,384.22563022950993
1081,128.3153,0.124,-4.6672487929041995e-05,5.332751207096087e-05,0.002839493374296842,,,780.2510781860466,384.2256247783308
1082,128.3272,0.124,-6.0373204241889744e-05,3.962679575811312e-05,0.0028807874389208954,,,780.251089255814,384.2256193271519
1083,128.3385,0.1239,-7.33831281356373e-05,2.6616871864365566e-05,0.002825041466673006,,,780.2510997674419,384.2256141508224
1084,128.3496,0.124,1.3837212110373587e-05,1.3837212110373587e-05,0.0027702821488013174,,,780.2511100930233,384.2256090661096
1085,128.3605,0.1265,1.2878164960539173e-06,1.2878164960539173e-06,0.002916509485305585,,0.002916509485305585,780.2511202325582,384.22560407301336
1086,128.3759,0.1264,-1.6442522261767012e-05,-1.6442522261767012e-05,0.0028405370983484723,,,780.2511345581396,384.2255970185472
1087,128.3851,0.1263,-2.7034672688497352e-05,-2.7034672688497352e-05,0.002695150997049367,,,780.2511431162791,384.225592804191
1088,128.3956,0.126,-3.9123540023389136e-05,-3.9123540023389136e-05,0.002243351642305824,,,780.2511528837209,384.225587994328
1089,128.4054,0.1255,-5.0406482869247426e-05,-5.0406482869247426e-05,0.001595005577878561,,,780.251162,384.22558350512264
1091,128.4312,0.1246,1.9889443107892757e-05,1.9889443107892757e-05,0.002267727163365818,,,780.2511860000001,384.22557168660296
1092,128.4429,0.1245,6.418990934717317e-06,6.418990934717317e-06,0.002610007882365817,,,780.2511968837209,384.225566327042
1093,128.456,0.1247,-8.663310216386333e-06,-8.663310216386333e-06,0.0023453820207334775,,,780.2512090697675,384.2255603261661
1094,128.4645,0.1249,-1.844953615413869e-05,-1.844953615413869e-05,0.0020034492097505963,,,780.2512169767442,384.2255564324682
1095,128.4775,0.125,-3.341670523542006e-05,-3.341670523542006e-05,0.0011393166753062567,,,780.2512290697675,384.2255504774008
1096,128.4887,0.125,-4.631149705928983e-05,-4.631149705928983e-05,0.0009840640302464787,,,780.2512394883721,384.22554534688146
1098,128.5122,0.1252,-7.336753347546299e-05,2.6632466524526e-05,0.0014681321410584536,,,780.25103955,384.22564380420636
1099,128.5269,0.1252,9.708052255683053e-06,9.708052255683053e-06,0.001195613044417454,,,780.250785975,384.225768674337
1100,128.5382,0.1251,-3.3018716380089908e-06,-3.3018716380089908e-06,0.0007398670721698308,,,780.25059105,384.22586466299606
1101,128.5482,0.1248,-1.4815078623650613e-05,-1.4815078623650613e-05,0.0007905343533663456,,,780.25041855,384.2259496087521
1102,128.5602,0.1246,-2.8630927006348394e-05,-2.8630927006348394e-05,0.0007313350908023097,,,780.25021155,384.2260515437088
1103,128.5701,0.1247,-4.002900192208447e-05,-4.002900192208447e-05,0.0009824956991869027,,,780.250040775,384.22613564008884
1105,128.5935,0.1252,-6.69699062684076e-05,3.303009373159527e-05,0.0014670571371870333,,,780.2496371249999,384.2263344134971
1106,128.6049,0.1253,1.990503776805319e-05,1.990503776805319e-05,0.0019108178377512663,,,780.249440475,384.22643125189865
1107,128.6167,0.1251,6.319453524999963e-06,6.319453524999963e-06,0.002052605229563187,,,780.249236925,384.22653148819035
1108,128.6287,0.1252,-7.496394857697819e-06,-7.496394857697819e-06,0.00209340596699914,,,780.249029925,384.2266334234559
1109,128.6391,0.1251,-1.947013012273957e-05,-1.947013012273957e-05,0.002042099939443598,,,780.248850525,384.2267217673963
1110,128.6512,0.1252,-3.3401110575287385e-05,-3.3401110575287385e-05,0.0025824073496916733,,,780.2486418,384.22682455222446
1112,128.6734,0.1248,-5.89604300832991e-05,4.1039569916703766e-05,0.0025728887139482293,,,780.24825885,384.2270131327958
1113,128.6857,0.1248,2.6878325324400376e-05,2.6878325324400376e-05,0.0022122094698199812,,,780.248046675,384.2271176167056
1114,128.698,0.125,-8.728291926790588e-05,1.2717080732096986e-05,0.0020515302256917667,,,780.2478345,384.2272221006722
1115,128.709,0.1251,5.255304795503957e-08,5.255304795503957e-08,0.0016972642350081557,,,780.24764475,384.22731554166603
1116,128.7207,0.1254,-1.3417899125192645e-05,-1.3417899125192645e-05,0.001139544954008198,,,780.247442925,384.2274149289549
1117,128.7354,0.1253,-3.034231339403559e-05,-3.034231339403559e-05,0.0015670258573672324,,,780.24718935,384.22753980023674
1118,128.7465,0.1253,-4.3121973148055326e-05,-4.3121973148055326e-05,0.0014122665394955547,,,780.2469978749999,384.2276340908504
1120,128.7682,0.1248,-6.810563230681688e-05,-6.810563230681688e-05,0.0008052145396921229,,,780.24662355,384.22781842488627
1121,128.7812,0.1252,-8.307280138809825e-05,1.6927198611904615e-05,0.0007410820052477507,,,780.2463993,384.2279288554994
1122,128.7928,0.1253,-9.642812149136815e-05,3.5718785086347182e-06,0.0006838560514358938,,,780.2461992,384.22802739363857
1123,128.8068,0.1255,-1.254661127120249e-05,-1.254661127120249e-05,0.0008147902451110522,,,780.2459577,384.22814631904635
1124,128.8156,0.1255,-2.2678233418504945e-05,-2.2678233418504945e-05,0.0012713774525642263,,,780.2458058999999,384.2282210721974
1125,128.8276,0.1248,-3.649408180123048e-05,-3.649408180123048e-05,0.0020121781900002134,,,780.2455989,384.2283230083594
1127,128.8513,0.1243,-6.378038235713146e-05,3.6219617642871405e-05,0.0024952596464360988,,0.0024952596464360988,780.245190075,384.2285243324382
1128,128.8618,0.1245,-7.586924969199549e-05,2.4130750308007376e-05,0.0024434602916926784,,,780.2450089499999,384.2286135267178
1129,128.8736,0.1249,-8.945483393502096e-05,1.0545166064981903e-05,0.002385247683504621,,,780.2448054,384.22871376414804
1130,128.8857,0.1256,-3.3858143875936664e-06,-0.00010338581438759653,0.002325555093752485,,,780.244596675,384.22881655004187
1131,128.8971,0.1258,-0.00011651087035116636,-1.6510870351163498e-05,0.0022693157943167175,,,780.244400025,384.2289133896947
1132,128.9089,0.1253,-3.0096454594161215e-05,-3.0096454594161215e-05,0.0017111031861287707,,,780.244196475,384.2290136272814
1133,128.9186,0.125,-4.126426537019723e-05,-4.126426537019723e-05,0.0012632504488894747,,,780.24402915,384.22909602601476
1134,128.9331,0.1245,-5.7958415499312355e-05,-5.7958415499312355e-05,0.0007917180066246421,,,780.243779025,384.22921919944497
1135,128.9448,0.1249,-7.142886767246004e-05,-7.142886767246004e-05,0.0007339987256246849,,,780.2435772,384.2293185877186
1137,128.9669,0.1254,-9.687305511064948e-05,3.1269448893395113e-06,0.00042497341706915215,,,780.2431959749999,384.2295063212647
1138,128.9783,0.1257,-9.99811107423032e-06,-9.99811107423032e-06,0.0004687341176333737,,,780.242999325,384.2296031612651
1139,128.9923,0.126,-2.611660085406753e-05,-2.611660085406753e-05,0.0008996683113085546,,,780.242757825,384.22972208764827
1140,129.0012,0.1263,-3.636335507127553e-05,-3.636335507127553e-05,0.0011557621915735394,,,780.2426042999999,384.2297976908873
1141,129.0136,0.1266,-5.0639731733401194e-05,-5.0639731733401194e-05,0.0014945896202574471,,,780.2423904,384.22990302578665
1142,129.0249,0.127,-6.3649655627121e-05,-6.3649655627121e-05,0.002338843648009681,,,780.242195475,384.22999901651144
1143,129.0382,0.127,-7.896222091795246e-05,-7.896222091795246e-05,0.002373231132001219,,,780.24196605,384.23011199680656
1144,129.0506,0.1276,6.761402419896978e-06,-9.323859758010589e-05,0.002312058560685004,,,780.24175215,384.23021733187824
1145,129.0608,0.128,-4.982068705416953e-06,-0.00010498206870541982,0.0024617391875055294,,0.0024617391875055294,780.2415761999999,384.2303039785129
1146,129.0702,0.1283,-1.5804483271875114e-05,-0.00011580448327187798,0.0024153664318303236,,,780.24141405,384.23038382936755
1147,129.0837,0.1278,-3.1347312702434404e-05,-0.00013134731270243727,0.0022487672614457943,,,780.241181175,384.2304985088447
1149,129.1069,0.1272,-5.805795290902971e-05,-5.805795290902971e-05,0.0019343153538219915,,,780.240780975,384.2306955878095
1150,129.1185,0.1267,2.8586726987675504e-05,-7.141327301232736e-05,0.001477089400010012,,,780.240580875,384.2307941273678
1151,129.1305,0.1264,1.4770878604949966e-05,-8.52291213950529e-05,0.0014178901374459763,,,780.2403738749999,384.2308960648951
1152,129.1443,0.1268,-0.00010111734703516229,-0.00010111734703516229,0.0014498109854974572,,,780.2401358249999,384.23101329311834
1153,129.1564,0.1275,-1.5048327487734992e-05,-0.00011504832748773786,0.0017901183957453326,,,780.2399270999999,384.23111608024243
1154,129.1668,0.1279,-2.7022062752748988e-05,-0.00012702206275275185,0.0009388123681897675,,,780.2397477,384.23120442624435
1155,129.1774,0.1279,-3.9226062157490804e-05,-0.00013922606215749367,0.000586519686258169,,,780.23956485,384.2312944712496
1156,129.1908,0.1279,-5.465375951820006e-05,-0.00015465375951820293,0.0004204138430616844,,,780.2393337,384.2314083017884
1158,129.2132,0.1283,1.955665683406327e-05,-8.04433431659396e-05,0.0008099085529421068,,,780.2389473,384.23159858582466
1159,129.2254,0.1284,5.510544311609911e-06,-9.448945568839295e-05,0.001049722636002004,,,780.23873685,384.2317022227451
1160,129.2354,0.1285,-6.0026626739762e-06,-0.00010600266267397906,0.0013003899171986633,,,780.2385643499999,384.2317871710824
1161,129.2502,0.1281,-2.304220901266918e-05,-0.00012304220901267204,0.0011273774933696634,,,780.23830905,384.2319128946902
1162,129.2604,0.1279,-3.4785680137955355e-05,-0.00013478568013795822,0.0018770581201902337,,,780.2381331,384.23199954208957
1164,129.2832,0.1273,-6.103579206512277e-05,-6.103579206512277e-05,0.0020645795213186102,,,780.2377398,384.23219322465286
1165,129.2967,0.1273,-7.657862149568206e-05,-7.657862149568206e-05,0.002097980350934059,,,780.2375069249999,384.23230790521
1166,129.3085,0.1274,-9.016420573870754e-05,-9.016420573870754e-05,0.0021397677427459905,,0.0021397677427459905,780.237303375,384.23240814456784
1167,129.3201,0.1273,-3.519525841974569e-06,-0.00010351952584197743,0.0019825417889341446,,,780.237103275,384.2325066850045
1168,129.3299,0.1268,-1.480246868788837e-05,-0.00011480246868789123,0.0015341957245067483,,,780.236934225,384.2325899347232
1169,129.3433,0.1267,-3.0230166048569873e-05,-0.00013023016604857274,0.0006680898813102853,,,780.2367030749999,384.23270376602954
1171,129.3656,0.1267,-5.5904617626459374e-05,-5.5904617626459374e-05,0.0004580779183787076,,,780.2363184,384.23289320186046
1172,129.3766,0.1269,-6.856914531060132e-05,-6.856914531060132e-05,0.0002038119276950301,,,780.23612865,384.2329866456127
1173,129.3872,0.1269,-8.077314471537089e-05,-8.077314471537089e-05,0.00025151924576338747,,,780.2359458,384.23307669145333
1174,129.4003,0.1263,4.144554133514444e-06,-9.585544586647454e-05,0.0002868933841311261,,,780.2357198249999,384.2331879745788
1175,129.4119,0.1264,-9.210765969783208e-06,-0.0001092107659697722,0.00032966743031914714,,,780.235519725,384.23328651541544
1177,129.4336,0.1271,-3.419442512854476e-05,-0.00013419442512853375,0.00042261543051574924,,,780.2351454,384.23347085487495
1178,129.4481,0.1266,-5.0888575257659885e-05,-5.0888575257659885e-05,0.00045108298825086157,,,780.234895275,384.23359403111004
1179,129.4595,0.1263,-6.401363122122972e-05,-6.401363122122972e-05,0.0004948436888150831,,,780.234698625,384.23369087317104
1180,129.4699,0.1267,-7.598736648627147e-05,-7.598736648627147e-05,0.0008435376612596635,,,780.234519225,384.233779220357
1181,129.4807,0.1269,-8.84216300307411e-05,-8.84216300307411e-05,0.0014902583249519208,,,780.234332925,384.23387096555456
1182,129.4938,0.1271,-3.5039311818418906e-06,-0.00010350393118184475,0.0018256324633195709,,0.0018256324633195709,780.23410695,384.2339822491402
1183,129.5065,0.1265,-1.812570405354541e-05,-0.00011812570405354827,0.0017629799104392774,,,780.2340063375001,384.23403179676455
1185,129.5278,0.1261,-4.264883493290683e-05,-4.264883493290683e-05,0.001657901219388025,,,780.2340271050001,384.23402156960196
1186,129.5393,0.126,-5.5889022966326696e-05,-5.5889022966326696e-05,0.0017011685927641462,,,780.2340383175001,384.23401604789467
1187,129.5524,0.1258,-7.09713241174581e-05,-7.09713241174581e-05,0.0016365427311316738,,,780.2340510900001,384.23400975795005
1188,129.5656,0.1261,-8.616875733843954e-05,-8.616875733843954e-05,0.0011714235423113672,,,780.2340639600001,384.2340034199908
1189,129.5741,0.1263,-9.59549832761919e-05,-9.59549832761919e-05,0.000829490731328486,,,780.2340722475001,384.2339993387293
1190,129.5865,0.1263,-0.00011023135993834532,-0.00011023135993834532,0.0002683181600122708,,,780.2340843375,384.2339933848891
1191,129.5992,0.1261,-2.4853132810045975e-05,-0.00012485313281004884,5.665607131999373e-06,,,780.23409672,384.2339872870046
1193,129.6212,0.1267,-5.018218817835762e-05,-5.018218817835762e-05,0.0008971336257647122,,,780.2341181700001,384.23397672374045
1194,129.6333,0.1271,-6.411316863093319e-05,-0.00016411316863093606,0.0014374410360125656,,,780.2341299675,384.2339709139455
1195,129.6435,0.1273,-7.585663975624712e-05,-7.585663975624712e-05,0.0013871216628331129,,,780.2341399125,384.23396601643253
1196,129.6578,0.1273,-9.232052574566219e-05,-9.232052574566219e-05,0.0016165758749441816,,,780.234153855,384.2339591503116
1197,129.6695,0.1275,-5.790977918807005e-06,-0.00010579097791880987,0.001858856593944247,,0.001858856593944247,780.2341652625,384.23395353257644
1198,129.6793,0.1271,-1.7073920764720807e-05,-0.00011707392076472367,0.0016105105295169952,,,780.2341748175,384.2339488271232
1199,129.6898,0.1275,-2.916278809955708e-05,-0.00012916278809955994,0.0013587111747735414,,,780.234185055,384.2339437855663
1200,129.7035,0.1269,-4.493588166984419e-05,-0.00014493588166984706,0.0009911253500129447,,,780.2341984125001,384.23393720753506
1202,129.7268,0.1261,-7.176165394628953e-05,-7.176165394628953e-05,7.618011520099666e-05,,,780.23422113,384.233926020081
1203,129.7374,0.1255,-8.396565335103134e-05,-8.396565335103134e-05,0.00012388743326935403,,,780.2342314650001,384.2339209305099
1204,129.7512,0.1257,-9.985387899116849e-05,-9.985387899116849e-05,0.0003558082813207575,,,780.23424492,384.23391430446463
1205,129.7619,0.1262,-0.00011217301046573258,-0.00011217301046573258,0.001003022272201115,,0.001003022272201115,780.2342553525001,384.233909166879
1206,129.7716,0.1266,-0.0001233408212417686,-0.0001233408212417686,0.0006551695349618636,,,780.23426481,384.23390450944174
1207,129.7834,0.1263,-0.0001369264054847663,-0.0001369264054847663,0.0004969569267738727,,,780.2342763150001,384.2338988436933
1208,129.7955,0.1262,-5.085738593736677e-05,-0.00015085738593736964,0.00013726433702176966,,,780.2342881125,384.23389303390064
1210,129.8187,0.1285,-7.756802614393432e-05,-0.00017756802614393719,0.00022281242939792278,,,780.2343107325,384.23388189446405
1211,129.8303,0.1288,-9.092334624723197e-05,-0.00019092334624723484,0.0008655864755860998,,,780.2343220425,384.233876324746
1212,129.8419,0.1287,-0.00010427866635052963,-0.0002042786663505325,0.0009083605217741209,,,780.2343333525,384.23387075502814
1213,129.8575,0.1288,-2.2239269248061633e-05,-0.00022223926924805348,0.0009314014804410187,,,780.2343485625,384.2338632647181
1214,129.8664,0.129,-0.00013248602346523086,-0.00023248602346523373,0.001087495360705848,,,780.23435724,384.23385899140027
1215,129.8766,0.1292,-4.422949459055581e-05,-0.00024422949459054766,0.0015371759875265067,,0.0015371759875265067,780.2343671850001,384.2338540938901
1217,129.9016,0.1282,-7.301251205456272e-05,-0.00017301251205456558,0.0009138441905179873,,,780.2343915600001,384.23384209018934
1218,129.9133,0.1287,-8.64829642277104e-05,-0.00018648296422771327,0.0009561249095181856,,,780.2344029675,384.2338364724576
1219,129.9249,0.1286,-9.983828433100805e-05,-0.00019983828433101092,0.0012988989557061736,,,780.2344142775,384.23383090274086
1220,129.9357,0.1284,-0.00011227254787544994,-0.0002122725478754528,0.0009456196193985966,,,780.2344248075001,384.2338257171426
1221,129.9455,0.1286,-0.00012355549072136374,-0.0002235554907213666,0.0005972735549711894,,,780.2344343625001,384.2338210116925
1222,129.9582,0.129,-0.00013817726359306726,-0.00023817726359307012,0.00023462100209092895,,,780.234446745,384.2338149138135
1223,129.9686,0.1285,-0.00015015099885808125,-0.0002501509988580841,-0.00011668502546463566,,,780.2344568850001,384.23380992027484
1224,129.979,0.1284,-0.000162124734123123,-0.00026212473412312587,-0.00026799105302005577,,,780.2344670250001,384.2338049267364
1225,129.9905,0.1283,-0.00017536492215654287,-0.00027536492215654573,-0.00042472367964391244,,,780.2344782375001,384.2337994050353
1226,130.0042,0.128,-0.00019113801572680222,-0.0002911380157268051,-0.00029230950440456427,,,780.234491595,384.2337928270091
1227,130.0147,0.1279,-0.000203226883061694,-0.00030322688306169687,0.0001558911408519048,,,780.2345018325001,384.23378778545623
1228,130.0263,0.1286,-0.0002165822031649639,-0.00031658220316496677,0.00029866518704002587,,,780.2345131425001,384.2337822157409
1229,130.0382,0.1288,-0.0002302829194778394,-0.0003302829194778423,0.0006399592516639907,,,780.234524745,384.23377650198137
1230,130.0501,0.1282,-0.00024398363579068716,-0.00034398363579069,0.0009812533162880666,,,780.2345363475,384.233770788222
1231,130.0641,0.1281,-0.0002601021255705521,-0.000360102125570555,0.001212187509963214,,,780.2345499975,384.2337640661524
1232,130.0748,0.128,-0.00037242125704513296,-0.00037242125704514684,0.0011594015008435932,,,780.2345604300001,384.23375892857075
1233,130.086,0.1279,-0.00028531604886901374,-0.0003853160488690166,0.0013041488557838377,,0.0013041488557838377,780.23457135,384.23375355091537
1234,130.0985,0.1277,-0.0002997075576010172,-0.00039970755760102006,0.0010424829572796002,,,780.2345835375,384.233747549068
1235,130.1133,0.1277,-0.00031674710393971017,-0.00041674710393971304,0.0004694705334506444,,,780.2345979675,384.233740442881
1236,130.1231,0.1273,-0.00032803004678556846,-0.00042803004678557133,0.00012112446902340368,,,780.2346075225,384.233735737433
1237,130.1351,0.1274,-0.000341845895168294,-0.00044184589516829686,-3.8074793540621155e-05,,,780.2346192225001,384.23372997565997
1238,130.1468,0.1275,-0.00035531634734146944,-0.0004553163473414723,-0.0002957940745407228,,,780.2346306300001,384.2337243579316
1239,130.1604,0.1275,-0.00037097430884187876,-0.00047097430884188163,-0.00046288657211324136,,,780.23464389,384.23371782792265
1240,130.1707,0.1271,-0.0004828329120370317,-0.0004828329120370456,-0.0005136992724807943,,,780.2346539325,384.23371288240133
1241,130.1818,0.1275,-0.0004956125717910514,-0.0004956125717910653,-0.000568458590352483,,,780.234664755,384.23370755276204
