index,x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),lambda(nm),freq(THz)
762,123.9292,0.1759,-0.020030927874121564,-0.02063092787412156,0.0014849025050407416,,780.2469980930233,384.22763398348616
763,123.9434,0.1762,-0.020847716469298214,-0.02144771646929821,0.00191626469632028,,780.2470113023256,384.22762747865
764,123.958,0.1762,-0.02176497798264887,-0.022364977982648866,0.002345693428199236,,780.247024883721,384.22762079057924
765,123.9699,0.1761,-0.022479047298325082,-0.02317904729832508,0.0027881730110321246,,780.2470359534884,384.2276153393437
766,123.9854,0.176,-0.023297372877567196,-0.023897372877567193,0.0031132514592598914,,780.2470503720931,384.227608238995
767,123.9984,0.1756,-0.024112742718221898,-0.024712742718221895,0.0032504140287410443,,780.2470624651163,384.22760228386414
768,124.0149,0.1752,-0.024932250592898976,-0.02553225059289898,0.003270658828467332,,780.2470778139535,384.227594725429
769,124.0291,0.1748,-0.02584903918807563,-0.026449039188075625,0.003102021019746881,,780.2470910232558,384.22758822059416
770,124.0439,0.1741,-0.02666653716051326,-0.027266537160513263,0.0030304830219256562,,780.2471047906977,384.2275814409074
771,124.0592,0.1732,-0.027484626280668396,-0.028084626280668393,0.002856528199853603,,780.2471190232559,384.22757443217733
772,124.0734,0.1724,-0.028401414875845042,-0.028801414875845047,0.0024878903911331185,,780.2471322325582,384.2275679273432
773,124.0873,0.1714,-0.029217848782391198,-0.029617848782391196,0.0022207026769631155,,780.2471451627907,384.22756155993534
774,124.1016,0.1701,-0.030034755607111364,-0.030434755607111355,0.0018515815033924854,,780.2471584651163,384.227555009293
775,124.1183,0.169,-0.03095449994087545,-0.03135449994087545,0.001370859573418537,,780.2471740000001,384.2275473592423
776,124.1303,0.1678,-0.03166868748609515,-0.03206868748609515,0.0013128557914012795,,780.2471851627907,384.22754186220016
777,124.1446,0.1666,-0.03248559431081532,-0.03278559431081531,0.0014437346178306498,,780.2471984651163,384.2275353115584
778,124.1596,0.1653,-0.03330332874233993,-0.03360332874233993,0.001771229890309034,,780.2472124186047,384.2275284402561
779,124.1722,0.1639,-0.034118225664820645,-0.034318225664820644,0.002310325919190892,,780.247224139535,384.2275226683624
780,124.1887,0.1624,-0.03493773353949773,-0.035037733539497726,0.0029305707189171692,,780.2472394883721,384.22751510993044
781,124.2012,0.1608,-0.03565251223243493,-0.035752512232434926,0.003170150112649206,,780.2472511162791,384.22750938384576
782,124.2157,0.1588,-0.03656965551624207,-0.03656965551624207,0.003200062209378296,,780.2472646046513,384.2275027415878
783,124.2329,0.157,-0.03738999099772366,-0.03738999099772365,0.003116923455153575,,780.2472806046512,384.22749486249586
784,124.2467,0.1554,-0.03810630667472632,-0.03800630667472632,0.003050219105833696,,780.2472934418605,384.2274885408991
785,124.2606,0.1539,-0.03872274058127248,-0.038522740581272474,0.002983031391663671,,780.247306372093,384.2274821734939
786,124.2763,0.1524,-0.039341302619601594,-0.039141302619601595,0.002807143110191035,,780.2473209767443,384.2274749815328
787,124.2933,0.1506,-0.040061401641996175,-0.03976140164199617,0.0025249710856666274,,780.2473367906978,384.22746719405933
788,124.3074,0.1492,-0.04067807200762934,-0.04027807200762933,0.0021568166417962886,,780.2473499069768,384.2274607350375
789,124.3186,0.1477,-0.041191313716501046,-0.04079131371650104,0.001802679778580174,,780.2473603255814,384.22745560446714
790,124.3339,0.1461,-0.04180940283665618,-0.04130940283665618,0.0015287249565081318,,780.2473745581395,384.2274485957417
791,124.3499,0.1446,-0.04242831956361579,-0.041928319563615785,0.0014513865804850479,,780.2473894418605,384.2274412663559
792,124.3648,0.1435,-0.04294593576559691,-0.04234593576559691,0.0016793652178136997,,780.2474033023257,384.2274344408657
793,124.3812,0.1425,-0.04346532541073053,-0.042865325410730536,0.0019000933823900001,,780.2474185581395,384.2274269282458
794,124.3958,0.1413,-0.04388258692408117,-0.043282586924081164,0.002329522114269067,,780.2474321395349,384.2274202401821
795,124.4103,0.1407,-0.04429973020788831,-0.04369973020788831,0.0027594342109981684,,780.247445627907,384.2274135979271
796,124.4223,0.1402,-0.04471391775310804,-0.044013917753108034,0.0031014304289808114,,780.2474567906977,384.2274081008888
797,124.4368,0.1401,-0.04513106103691518,-0.04443106103691517,0.003331342525710046,,780.2474702790698,384.2274014586343
798,124.4531,0.1402,-0.04555033245250528,-0.04485033245250528,0.003552554055136492,,780.2474854418605,384.2273939918244
799,124.468,0.1409,-0.04586794865448641,-0.045267948654486405,0.0035805326924651104,,780.2474993023257,384.2273871663358
800,124.4793,0.1421,-0.04618130859290161,-0.045581308592901604,0.0034259124643988836,,780.2475098139536,384.22738198995876
801,124.4969,0.1444,-0.0464021169925572,-0.0459021169925572,0.003140840250773491,,780.2475261860466,384.2273739276372
802,124.5083,0.1476,-0.046615595160515916,-0.04621559516051592,0.0029857366578571187,,780.2475367906977,384.22736870545185
803,124.5225,0.1528,-0.046632383755692564,-0.046432383755692565,0.0027170988491366233,,780.24755,384.2273622006246
804,124.5362,0.1605,-0.04664858120315171,-0.04664858120315171,0.0023508778646670336,,780.2475627441861,384.2273559248408
805,124.5508,0.172,-0.046365842716502376,-0.04686584271650237,0.0020803065965459555,,780.2475763255815,384.22734923677956
806,124.5647,0.1909,-0.045982276623048525,-0.04708227662304852,0.0018131188823759525,,780.247589255814,384.22734286937896
807,124.5809,0.2316,-0.04470142980909514,-0.047301429809095144,0.0020348137766525443,,780.2476043255814,384.22733544837996
808,124.5948,0.2778,-0.04321786371564129,-0.047417863715641294,0.0021676260624825527,,780.247617255814,384.22732908097976
809,124.6117,0.2647,-0.04383784450849239,-0.047637844508492386,0.0024859374028082803,,780.2476329767443,384.22732133932084
810,124.6259,0.2618,-0.04405463310366904,-0.047754633103669036,0.0027172995940877853,,780.2476461860466,384.22731483449525
811,124.6405,0.2937,-0.0430718946170197,-0.04787189461701969,0.003046728325966752,,780.2476597674419,384.2273081464354
812,124.654,0.371,-0.040387855605391834,-0.04798785560539184,0.0033814740711974323,,780.2476723255814,384.2273019622707
813,124.6678,0.5098,-0.035504171282394505,-0.0480041712823945,0.00361476972187752,,780.2476851627907,384.22729564068027
814,124.6846,0.5035,-0.03572403384570211,-0.048024033845702106,0.003733564427053304,,780.2477007906978,384.22728794483135
815,124.6989,0.5239,-0.035040940670422245,-0.04814094067042224,0.003364443253482785,,780.2477140930233,384.2272813941982
816,124.7127,0.4538,-0.03765725634742491,-0.048157256347424904,0.0028977389041628943,,780.2477269302326,384.2272750726085
817,124.7264,0.3951,-0.03977345379488409,-0.04817345379488408,0.0024315179196932046,,780.2477396744187,384.22726879682756
818,124.7389,0.4071,-0.039388232487821286,-0.04818823248782128,0.0020710973134250854,,780.2477513023256,384.22726307075027
819,124.7549,0.3996,-0.039607149214780896,-0.04820714921478089,0.00169375893740209,,780.2477661860465,384.2272557413716
820,124.7696,0.4169,-0.03902452895767502,-0.04822452895767501,0.0014227043044309218,,780.2477798604651,384.2272490075052
821,124.7836,0.2787,-0.04384108109376469,-0.04824108109376468,0.0017550332254107626,-0.04824108109376468,780.247792883721,384.22724259429924
822,124.8004,0.1904,-0.04696094365707226,-0.04816094365707226,0.002073827930586636,,780.2478085116279,384.2272348984524
823,124.8148,0.1783,-0.04737796871133591,-0.04807796871133591,0.002704223392165861,,780.2478219069768,384.2272283020125
824,124.8292,0.1656,-0.047694993765599575,-0.04799499376559957,0.003034618853745119,,780.2478353023256,384.22722170557296
825,124.8437,0.1525,-0.048112137049406714,-0.047812137049406706,0.003364530950474287,,780.2478487906977,384.2272150633249
826,124.8584,0.1436,-0.048229516792300864,-0.047729516792300856,0.0035934763175031192,,780.2478624651163,384.22720832945987
827,124.8744,0.138,-0.048248433519260475,-0.04754843351926047,0.003816137941480169,,780.2478773488373,384.2272010000832
828,124.8862,0.1346,-0.04816238460539317,-0.04736238460539317,0.00395910088916307,,780.2478883255815,384.22719559466816
829,124.9001,0.1321,-0.04807881851193932,-0.04717881851193932,0.0038919131749931557,,780.247901255814,384.2271892272727
830,124.9153,0.1304,-0.04789678940255097,-0.04699678940255096,0.003818441717771237,,780.2479153953489,384.2271822643656
831,124.9311,0.1293,-0.047715469670423574,-0.04671546967042357,0.0036420700714484555,,780.2479300930233,384.22717502660714
832,124.9424,0.1286,-0.047528829608838793,-0.0464288296088388,0.0034874498433822287,,780.2479406046513,384.2271698502358
833,124.959,0.1283,-0.0472484557130594,-0.046148455713059394,0.0033072112782582264,,780.2479560465117,384.227162246009
834,124.9723,0.1283,-0.046864180242344566,-0.04586418024234456,0.0028429237531891194,,780.2479684186047,384.22715615346624
835,124.9901,0.1286,-0.04658522510108713,-0.045485225101087136,0.002456884809863502,,780.2479849767442,384.227147999537
836,125.0028,0.129,-0.046300240253111316,-0.04520024025311131,0.002195497473895247,,780.2479967906977,384.2271421818461
837,125.0161,0.1294,-0.045915964782396484,-0.04481596478239648,0.0020312099488260515,,780.2480091627907,384.2271360893039
838,125.0307,0.1302,-0.045533226295747145,-0.04443322629574714,0.0020606386807051624,,780.2480227441861,384.2271294012502
839,125.0472,0.1311,-0.045052734170424255,-0.04405273417042425,0.002280883480431317,,780.2480380930233,384.22712184283364
840,125.0612,0.1321,-0.04466928630651389,-0.04366928630651389,0.002613212401411158,,780.2480511162792,384.22711542963197
841,125.0756,0.1332,-0.04408631136077755,-0.043186311360777545,0.002943607862990527,,780.248064511628,384.22710883319627
842,125.0901,0.1343,-0.04370345464458469,-0.04280345464458468,0.003173519959719484,,780.2480780000001,384.2271021909521
843,125.1058,0.1357,-0.043022016682913805,-0.0422220166829138,0.0033976316782469707,,780.2480926046512,384.22709499900526
844,125.1173,0.1368,-0.04263561308041604,-0.04183561308041603,0.003642044720480464,,780.2481033023256,384.22708973101896
845,125.1317,0.1382,-0.04195263813467966,-0.04125263813467966,0.0038724401820596777,,780.2481166976745,384.227083134584
846,125.1472,0.1398,-0.041270963713921804,-0.0405709637139218,0.003897518630287422,,780.2481311162791,384.2270760342551
847,125.1617,0.1413,-0.04048810699772894,-0.03988810699772894,0.003627430727016545,,780.2481446046512,384.2270693920121
848,125.1763,0.1427,-0.039805368511079575,-0.03920536851107957,0.003256859458895478,,780.2481581860466,384.22706270396077
849,125.1889,0.1442,-0.039120265433560286,-0.03852026543356028,0.0029959554877773686,,780.2481699069768,384.227056932081
850,125.2041,0.1459,-0.03833823632417191,-0.037938236324171905,0.0026224840305554276,,780.2481840465117,384.2270499691787
851,125.219,0.1473,-0.03765585252615303,-0.03725585252615303,0.002350462667884079,,780.2481979069768,384.22704314370236
852,125.2325,0.1485,-0.036971813514525206,-0.0365718135145252,0.0020852084131146587,,780.2482104651164,384.2270369595462
853,125.2479,0.1497,-0.03619002086422383,-0.035890020864223826,0.0020107702261924487,,780.2482247906977,384.22702990502745
854,125.2644,0.1508,-0.03550952873890094,-0.03520952873890093,0.0020310150259187365,,780.2482401395349,384.22702234661483
855,125.2807,0.1523,-0.03462880015449102,-0.03442880015449101,0.0022522265553451826,,780.2482553023257,384.22701487981965
856,125.2926,0.1535,-0.033942869470167225,-0.033742869470167226,0.0023947061381781043,,780.2482663720931,384.22700942860126
857,125.3087,0.1542,-0.03316190442667036,-0.03296190442667035,0.002816884397304875,,780.2482813488373,384.2270020534237
858,125.3247,0.1553,-0.032280821153629964,-0.03218082115362997,0.0033395460212817807,,780.2482962325582,384.2269947240549
859,125.3385,0.1563,-0.031497136830632606,-0.0313971368306326,0.0034728416719619903,,780.2483090697675,384.22698840247466
860,125.3534,0.1571,-0.030714753032613756,-0.030614753032613753,0.003700820309290531,,780.2483229302326,384.22698157700046
861,125.3705,0.158,-0.029934970284551853,-0.029934970284551853,0.0039181649199159785,,780.2483388372093,384.22697374373854
862,125.3822,0.1587,-0.029248803141141033,-0.029248803141141033,0.003961611232449147,,780.2483497209303,384.2269683841384
863,125.3978,0.1594,-0.02846724694992666,-0.02846724694992666,0.003986206315826635,,780.2483642325582,384.22696123800506
864,125.411,0.16,-0.027682853249668342,-0.027682853249668335,0.003922402155607629,,780.248376511628,384.22695519127717
865,125.4265,0.1608,-0.02670117882891048,-0.026801178828910477,0.003647480603835296,,780.2483909302326,384.2269480909529
866,125.4414,0.1614,-0.025918795030891603,-0.0260187950308916,0.0032754592411639027,,780.2484047906977,384.22694126548015
867,125.4568,0.1617,-0.02503700238059023,-0.025137002380590225,0.0028010210542416814,,780.2484191162791,384.226934210965
868,125.4683,0.1622,-0.024350598778092432,-0.024450598778092428,0.0026454340964751633,,780.2484298139535,384.2269289429831
869,125.4836,0.1624,-0.023568687898247564,-0.02366868789824756,0.002371479274403121,,780.2484440465116,384.22692193427685
870,125.4972,0.1625,-0.02278476711616325,-0.02298476711616325,0.0022057416547834885,,780.2484566976744,384.22691570431596
871,125.5135,0.163,-0.022004038531753332,-0.02210403853175333,0.002226953184210123,,780.2484718604652,384.22690823752487
872,125.5283,0.163,-0.02132153650419097,-0.02152153650419096,0.002355415186388765,,780.248485627907,384.22690145786214
873,125.5403,0.1629,-0.0206357240494107,-0.020935724049410694,0.002697411404371519,,780.2484967906977,384.2268959608385
874,125.5539,0.1632,-0.019951803267326353,-0.02015180326732635,0.0032316737847519206,,780.2485094418605,384.22688973087844
875,125.5703,0.163,-0.019271192912459947,-0.019471192912459946,0.0035524019493282655,,780.2485246976745,384.22688221827985
876,125.5833,0.163,-0.01858656275311462,-0.01878656275311462,0.0037895645188096294,,780.2485367906977,384.22687626317145
877,125.5991,0.1629,-0.017805243020987252,-0.01800524302098725,0.004013192872486859,,780.2485514883722,384.22686902542455
878,125.6131,0.163,-0.017121795157076895,-0.017321795157076894,0.004045521793466678,,780.2485645116279,384.2268626122314
879,125.6281,0.1628,-0.016439529588601537,-0.016639529588601536,0.0038730170659450613,,780.2485784651163,384.2268557409531
880,125.6393,0.1627,-0.015852771297473277,-0.016052771297473276,0.0037188802027289802,,780.248588883721,384.22685061039886
881,125.6549,0.1624,-0.015271215106258874,-0.01537121510625887,0.0034434752861065565,,780.2486033953489,384.22684346427
882,125.669,0.1623,-0.014787885471892033,-0.014787885471892033,0.0030753208422362732,,780.2486165116279,384.22683700526915
883,125.6819,0.1624,-0.014103137083003217,-0.014103137083003217,0.0027129667765676824,,780.248628511628,384.22683109597057
884,125.6963,0.1621,-0.01342016213726687,-0.01342016213726687,0.002443362238146951,,780.2486419069768,384.2268244995446
885,125.7109,0.1615,-0.012837423650617505,-0.012737423650617502,0.0022727909700260285,,780.2486554883722,384.2268178115018
886,125.7247,0.1613,-0.012153739327620164,-0.012053739327620161,0.002406086620706016,,780.2486683255814,384.2268114899273
887,125.7385,0.1613,-0.011570055004622833,-0.011570055004622833,0.0026393822713861592,,780.2486811627907,384.22680516835305
888,125.7558,0.1613,-0.010990508715647905,-0.010890508715647902,0.003155760152311282,,780.248697255814,384.2267972434812
889,125.769,0.1603,-0.01050611501538961,-0.01030611501538961,0.0034919559920922882,,780.2487095348838,384.22679119675837
890,125.7842,0.1601,-0.009924085906001232,-0.009924085906001232,0.0038184845348704366,,780.2487236744187,384.22678423386577
891,125.8011,0.1599,-0.009444066698852324,-0.009444066698852324,0.004036795875196064,,780.2487393953489,384.2267764922288
892,125.8114,0.16,-0.009056244341832553,-0.009056244341832546,0.004187009295631261,,780.2487489767442,384.2267717739532
893,125.8276,0.1597,-0.00857539752787917,-0.008675397527879165,0.004308704189907919,,780.2487640465117,384.2267643529762
894,125.8424,0.1592,-0.0081928955003168,-0.0081928955003168,0.004237166192086694,,780.2487778139536,384.22675757331854
895,125.8561,0.1591,-0.007709092947775949,-0.007809092947775952,0.003970945207616927,,780.2487905581396,384.22675129755453
896,125.8712,0.1584,-0.0073269456088441084,-0.0073269456088441084,0.0035979571152451872,,780.2488046046512,384.22674438047176
897,125.8868,0.1574,-0.006845389417629709,-0.006845389417629709,0.0032225521986227745,,780.2488191162792,384.22673723434684
898,125.9013,0.1569,-0.006462532701436881,-0.006462532701436874,0.0028524642953517976,,780.2488326046512,384.2267305921156
899,125.9158,0.1567,-0.006079675985244018,-0.006079675985244018,0.002582376392080976,,780.2488460930233,384.2267239498845
900,125.93,0.1566,-0.005796464580420671,-0.005796464580420664,0.002413738583360525,,780.2488593023256,384.22671744507915
901,125.9423,0.1563,-0.005411006814270862,-0.005411006814270862,0.0025542847067928087,,780.2488707441861,384.22671181063527
902,125.9608,0.1557,-0.005032879279817916,-0.005032879279817916,0.0028648622095162057,,780.2488879534884,384.2267033360655
903,125.9724,0.1552,-0.004846593906863608,-0.004746593906863605,0.0033087918868995314,,780.2488987441861,384.22669802228137
904,125.9874,0.1548,-0.004564328338388247,-0.0044643283383882446,0.0037362871593779046,,780.2489126976744,384.22669115100905
905,126.0025,0.1544,-0.004282180999456375,-0.004282180999456375,0.003963299067006154,,780.2489267441861,384.2266842339285
906,126.0151,0.1542,-0.004097077921937094,-0.003997077921937091,0.004102395095888001,,780.2489384651163,384.22667846206014
907,126.03,0.1539,-0.0038146941239182164,-0.0038146941239182164,0.0043303737332165415,,780.2489523255814,384.22667163659696
908,126.0441,0.1534,-0.0036313644895513766,-0.0035313644895513738,0.004262219289346336,,780.2489654418605,384.2266651776019
909,126.0587,0.1527,-0.0033486260029020054,-0.0032486260029020025,0.0042916480212252806,,780.2489790232559,384.2266584895646
910,126.0744,0.1523,-0.003167188041231131,-0.003067188041231114,0.004015759739752656,,780.248993627907,384.2266512976344
911,126.0854,0.1523,-0.0029801932910158563,-0.0028801932910158534,0.004062589606236844,,780.2490038604651,384.2266462587026
912,126.103,0.1523,-0.0028010016906714202,-0.0027010016906714313,0.003677517392611518,,780.2490202325582,384.22663819641184
913,126.1166,0.1523,-0.002617080908587116,-0.0024170809085871103,0.0032117797729919184,,780.2490328837209,384.2266319664603
914,126.1313,0.152,-0.0024344606514812295,-0.0022344606514812376,0.0026407251400207277,,780.2490465581396,384.2266252326157
915,126.1444,0.1523,-0.002249948721679426,-0.0021499487216794094,0.00237740434465189,,780.2490587441861,384.22661923170676
916,126.1602,0.152,-0.0020686289895520266,-0.0019686289895520237,0.0024010326983290864,,780.2490734418606,384.2266119939695
917,126.1752,0.1515,-0.0019863634210766645,-0.0017863634210766727,0.0025285279708076036,,780.2490873953489,384.22660512270033
918,126.1897,0.1512,-0.0019035067048838172,-0.0017035067048837976,0.0026584400675366826,,780.249100883721,384.22659848047357
919,126.2038,0.1512,-0.0018201770705169734,-0.0016201770705169677,0.0025902856236663663,,780.2491140000001,384.22659202148094
920,126.2201,0.1511,-0.0017394484861070758,-0.00153944848610707,0.002811497153092979,,780.2491291627907,384.2265845547025
921,126.2356,0.1511,-0.0015577740653491823,-0.0014577740653491794,0.0032365756013206237,,780.2491435813954,384.22657745439193
922,126.2516,0.151,-0.0014766907923088046,-0.001276690792308799,0.0036592372252976513,,780.2491584651164,384.22657012503936
923,126.2647,0.151,-0.0013921788625069903,-0.0011921788625069846,0.0039959164299286365,,780.2491706511628,384.22656412413227
924,126.2778,0.1511,-0.0013076669327051482,-0.0011076669327051425,0.00423259563455991,,780.2491828372093,384.22655812322523
925,126.295,0.151,-0.0012280024141867324,-0.0010280024141867267,0.004349456880335056,,780.2491988372094,384.226550244172
926,126.31,0.1512,-0.0011457368457113704,-0.0009457368457113785,0.00427695215281354,,780.2492127906977,384.226543372905
927,126.3235,0.1515,-0.0010616978340835248,-0.0008616978340835191,0.004111697898044109,,780.2492253488373,384.22653718876484
928,126.338,0.1514,-0.0009788411178906914,-0.0007788411178906857,0.004141609994773199,,780.2492388372093,384.2265305465405
929,126.3528,0.1513,-0.000996339090328327,-0.0007963390903283213,0.004170071996951907,,780.2492526046512,384.22652376689103
930,126.3668,0.1515,-0.0009128912264179667,-0.000712891226417961,0.003902400917931703,,780.249265627907,384.22651735370937
931,126.379,0.1516,-0.0008273152307246706,-0.0006273152307246649,0.0036434304062141765,,780.2492769767442,384.2265117650798
932,126.3939,0.1518,-0.0007449314327058199,-0.000644931432705817,0.0032714090435426724,,780.2492908372094,384.2265049396225
933,126.409,0.1521,-0.0007627840937739494,-0.0005627840937739575,0.0029984209511710325,,780.2493048837209,384.2264980225487
934,126.4241,0.1522,-0.00068063675484209,-0.0005806367548420871,0.002725432858799226,,780.2493189302326,384.2264911054751
935,126.4381,0.1522,-0.0005971888909317574,-0.0004971888909317546,0.0025577617797790664,,780.2493319534884,384.2264846922945
936,126.4528,0.1519,-0.0006145686338258766,-0.00041456863382587084,0.002486707146807987,,780.249345627907,384.22647795845506
937,126.4667,0.1517,-0.0006310025403720304,-0.0004310025403720247,0.0026195194326379956,,780.2493585581395,384.22647159108334
938,126.482,0.1515,-0.0005490916605271623,-0.00034909166052717044,0.0029455646105658873,,780.2493727906977,384.2264645823938
939,126.4944,0.1515,-0.0005637521239208465,-0.00036375212392085465,0.0032856273691480586,,780.2493843255814,384.22645890214886
940,126.5089,0.1514,-0.00048089540772798534,-0.00038089540772799635,0.003815539465877149,,780.2493978139536,384.2264522599272
941,126.5241,0.1512,-0.0004988662983396314,-0.00029886629833962564,0.004142068008655242,,780.2494119534884,384.22644529704684
942,126.5397,0.1509,-0.0005173101071252323,-0.00031731010712522656,0.004366663092032874,,780.2494264651164,384.22643815093306
943,126.5536,0.1509,-0.000433744013671411,-0.00023374401367141917,0.004399475377862838,,780.2494393953489,384.22643178356265
944,126.5672,0.1507,-0.00044982323158707094,-0.0002498232315870791,0.00433373775824325,,780.2494520465117,384.2264255536177
945,126.5814,0.1505,-0.0004666118267637187,-0.000166611826763724,0.004265099949522788,,780.249465255814,384.22641904882244
946,126.5979,0.1502,-0.0003861197014408402,-0.00018611970144083445,0.0037853447492490755,,780.2494806046512,384.2264114904338
947,126.6103,0.1501,-0.0004007801648345244,-0.00020078016483451866,0.0034254075078312685,,780.2494921395349,384.2264058101905
948,126.6262,0.1502,-0.000419578662250647,-0.00021957866225064127,0.0029485524966583188,,780.2495069302327,384.22639852665293
949,126.6422,0.1501,-0.00033849538921025546,-0.00013849538921024973,0.0025712141206353234,,780.2495218139535,384.22639119730724
950,126.6565,0.1503,-0.00035540221393039195,-0.00015540221393038622,0.0025020929470647157,,780.2495351162792,384.22638464670473
951,126.6722,0.1503,-0.00037396425225950936,-0.00017396425225950363,0.002526204665592058,,780.2495497209303,384.22637745478477
952,126.6853,0.1502,-0.0003894523224576979,-8.945232245770318e-05,0.0028628838702233206,,780.2495619069767,384.2263714538836
953,126.6999,0.1501,-0.00030671383580832545,-0.0001067138358083336,0.0032923126021022764,,780.2495754883721,384.22636476585654
954,126.7155,0.1499,-0.00032515764459395413,-2.515764459394554e-05,0.003916907685479809,,780.24959,384.2263576197458
955,126.7279,0.1498,-0.0003398181079876661,-3.98181079876575e-05,0.004156970444061936,,780.2496015348838,384.22635193950396
956,126.7442,0.1498,-0.00035908952357777135,-5.908952357776276e-05,0.004178181973488404,,780.2496166976745,384.2263444727348
957,126.7574,0.1497,-0.000274695823319418,-7.469582331941227e-05,0.004214377813269443,,780.2496289767442,384.2263384260263
958,126.773,0.1495,-0.0002931396321050467,6.8603678949480384e-06,0.004038972896647008,,780.2496434883722,384.22633127991645
959,126.7864,0.1493,-0.00030898239093372915,-8.98239093373443e-06,0.0036742020067277448,,780.2496559534884,384.2263251415916
960,126.8015,0.1492,-0.0003268350520018587,-2.683505200186398e-05,0.0032012139143559604,,780.24967,384.22631822452416
961,126.8143,0.1494,-0.0002419684335695227,-4.196843356953084e-05,0.002839343213537515,,780.2496819069768,384.2263123610501
963,126.8427,0.1492,-0.00027554562392281823,2.4454376077176487e-05,0.0024020675960967353,,780.2497083255814,384.22629935146745
964,126.8568,0.1486,-0.00029221598955600503,7.784010443989686e-06,0.002333913152226419,,780.2497214418605,384.2262928924848
965,126.8728,0.149,-0.0003111327165155886,-1.1132716515593888e-05,0.002356574776203324,,780.2497363255815,384.22628556314316
966,126.8861,0.1493,-0.00022685724580079336,-2.6857245800787632e-05,0.0025922872511341954,,780.2497486976745,384.22627947062807
967,126.8998,0.1496,-0.000243054693259942,-4.305469325993627e-05,0.0028260662666645398,,780.2497614418605,384.22627319487964
968,126.9144,0.1498,-0.0002603162066106002,3.968379338940842e-05,0.0033554949985434845,,780.2497750232559,384.22626650685606
969,126.9283,0.1499,-0.000276750113156754,2.3249886843254575e-05,0.00378830728437346,,780.2497879534884,384.22626013949133
970,126.9418,0.1497,-0.0002927111015289252,7.288898471083383e-06,0.00402305302960404,,780.249800511628,384.2262539553603
971,126.9559,0.1497,-0.00030938146716208426,-9.381467162075663e-06,0.004154898585733702,,780.249813627907,384.2262474963793
973,126.9827,0.1494,-0.00024106698481941857,5.893301518057614e-05,0.004225356805895253,,780.2498385581396,384.226235219735
974,126.9947,0.1494,-0.00025525453003912013,4.4745469960874584e-05,0.00406735302387784,,780.2498497209302,384.2262297227304
975,127.0097,0.1494,-0.00027298896156376096,2.701103843623376e-05,0.0035948482963563677,,780.2498636744186,384.2262228514748
976,127.0229,0.1495,-0.00018859526130543536,1.1404738694556493e-05,0.00313104413613724,,780.2498759534884,384.2262168047701
977,127.0381,0.1497,-0.00020656615191705363,-6.56615191706178e-06,0.002657572678915421,,780.2498900930233,384.22620984189825
978,127.0501,0.1502,-0.00022075369713678294,-2.0753697136791094e-05,0.0024995688968981744,,780.249901255814,384.2262043448943
979,127.0659,0.1506,-0.00023943396500938907,-3.943396500939722e-05,0.002423197250575382,,780.2499159534884,384.2261971071727
980,127.0801,0.1504,-0.00025622256018603684,-5.622256018604499e-05,0.002454559441854909,,780.2499291627907,384.2261906023852
982,127.1083,0.1495,-0.00028956329145235493,1.0436708547653661e-05,0.0027182505541143986,,780.2499553953489,384.2261776844275
983,127.124,0.1495,-0.0003081253297814446,-8.125329781435986e-06,0.003042362272641763,,780.2499700000001,384.22617049251534
984,127.1379,0.1499,-0.0002245592363276233,-2.4559236327617584e-05,0.003275174558471705,,780.2499829302326,384.22616412515384
985,127.1518,0.1498,-0.00034099314287378,-4.0993142873771427e-05,0.0035079868443018136,,780.2499958604652,384.2261577577924
986,127.1657,0.1497,-0.000257427049419931,-5.742704941992527e-05,0.0037407991301316446,,780.2500087906977,384.2261513904313
987,127.1808,0.1488,-0.0002752797104880883,2.4720289511906413e-05,0.003967811037760005,,780.2500228372094,384.2261444733702
988,127.1945,0.1493,-0.00029147715794723694,8.522842052757773e-06,0.004201590053290294,,780.2500355813954,384.2261381976262
989,127.2089,0.1497,-0.0003085022122108899,-8.5022122108952e-06,0.004131985514869541,,780.2500489767442,384.22613160122404
990,127.2236,0.1499,-0.00022588195510503395,-2.5881955105042098e-05,0.00406093088189835,,780.2500626511628,384.22612486739695
991,127.2398,0.1495,-0.0002450351411516227,5.496485884837199e-05,0.0037826257761750526,,780.2500777209303,384.22611744644496
992,127.2562,0.1499,-0.00026442478628524446,3.5575213714750253e-05,0.0033033539407513746,,780.2500929767442,384.22610993387667
993,127.2721,0.1497,-0.0002832232837013393,1.6776716298655403e-05,0.0028264989295785914,,780.2501077674419,384.2261026503503
994,127.2857,0.1486,-0.00019930250161701024,0.00010069749838299835,0.002460761309958981,,780.2501204186048,384.226096420416
995,127.3023,0.1481,-0.00021892860583760942,8.107139416239917e-05,0.002180522744835045,,780.2501358604652,384.22608881623177
996,127.316,0.1481,-0.00023512605329678582,6.487394670322277e-05,0.0023143017603654004,,780.2501486046513,384.2260825404896
997,127.3309,0.1483,-0.00025274225527791017,4.725774472209843e-05,0.002542280397693941,,780.2501624651163,384.2260757150476
998,127.3433,0.1487,-0.0002674027186715944,3.259728132841422e-05,0.0029823431562761016,,780.250174,384.22607003481426
1000,127.3733,0.1485,-0.000302871581720876,9.712841827912155e-05,0.0036373337012328144,,780.2502019069768,384.2260562923147
1001,127.3869,0.1483,-0.00021895079963653308,8.104920036346164e-05,0.00387159608161336,,780.2502145581395,384.22605006238194
